Username,Title,Content,Rating,Date,Sentiment_TextBlob,Sentiment_VADER
consument888,Customer service from HELL,We order a car Model X with everything on it in March 2021 finally it seems to be delivered 2 years after ordering We are bombarded with text messages about a delivery date that does not suit We reply new date again not the requested date We file a complaint with European customer service sent 2 reminders when not receiving any reply weeks later still no reply not even an acknowledgment Tesla calls us when I explain that de date does not suit they hang up This has happened twice now In addition the new policy is only 1 pick up center per country so we have to drive to somewhere in the Antwerp region to pick up a car What an arrogant customer unfriendly company,1,2023-04-28,-0.01590909090909091,-0.8442
Saba Khan,You will be better of buying something,You will be better of buying something else they virtually have no customer service once you buy it you are preety much on your own it has been 4 month since i am awaiting for my wall charger i can never reach a human customer service rep no response to email either,1,2023-04-28,0.32499999999999996,-0.1466
Dr G Chandroth,My experience with Tesla customer,My experience with Tesla customer service has been excellent They are courteous punctual go the extra mile to help you I bought a brand new Tesla in March this year and i have had nothing but positive experience Plus the car is a pleasure to drive,5,2023-04-27,0.3927272727272727,0.7589
Matt Zhang,car good service bad,bought a used Model S not bad actually rear truck not working spent nearly 400 to be fixed by Tesla I break my mirror made an appointment confirmed then changed by them waited 10 days for another appointment technician not showing up for the time frame changed schedule without notice excuse was parts not ready Tesla does not use dealer to save money so they have no competition or supervision,1,2023-04-26,0.0875,0.3081
Mark,Do not buy a Tesla without a proper test drive,Having now had a test drive provided by Tesla Cardiff I can safely say that Tesla is by for the very worst car that I have driven in over 30 years of driving Literally everything is controlled by a screen even the glove box causing the driver to be distracted from the road constantly With the inability to change the size of the fonts as every phone can do now this makes for an extremely stressful and dangerous drive The build quality of shocking too for a 60 000 car less than 6 months old the plastic was creaking the road noise was appalling The dealership staff quite simply could care less and clearly implied that I was just the wrong customer for them like it was my fault Absolute rubbish,1,2023-04-24,-0.21488095238095234,-0.9419
Jonathan Grime,Tesla Customer Services 0,Tesla Customer Services through the Services button on the App is terrible They rarely communicate respond and I would recommend everyone to not buy Tesla products If it works it'll be great but if you need assistance or the car goes faulty then you will have to waste a lot of time and energy just to get what you should out of them,1,2023-04-24,-0.02499999999999998,-0.4118
Den S,Wall Charger Tesla taken nearly a month SO FAR to,On 30th March 2023 I had a Tesla Wall charger installed by an electrician listed on the Tesla UK website As of today 24th April 2023 the Wall charger still does not communicate with Tesla Tesla service department have until today not diagnosed the issue Their service process seems to be to drip feed instructions for me repeat the Wall charger setup process over and over again Currently no solution in sight after more than 3 weeks,1,2023-04-24,0.25,-0.2411
Sarah,I must say I m very impressed by the,I must say I m very impressed by the product your company lunched helps save gas money and also on a nice model,3,2023-04-21,0.8,0.8999
Joe Ayers,New performance model Y had windshield,New performance model Y had windshield leak from new Scheduled service they replaced the glass and damaged the low voltage and needed another service appointment scheduled Picked up and interior camera isn t working This will be the 4th service appointment scheduled for this vehicle and it is still not working correctly,1,2023-04-19,0.0909090909090909,-0.7506
Fabrizio LORETI,Tesla servizio clienti di scarsa qualità,Il servizio clienti Tesla è di scarsa qualità Atteggiamento irritante e a tratti derisorio inaccettabile per il livello di acquisto effettuato Tesla customer service is poor quality Irritating attitude and at times derisive unacceptable for the level of purchase made,1,2023-04-19,-0.4,-0.8442
Mark,Dreadful Utterly Shocking and Abysmal Service,Dreadful Whatever you have read about the awful service it is probably an understatement Bought and paid for my car in full weeks ago I still cannot agree a proper defined UK collection date My on line account said the car was ready for collection just an hour or so before the defined collection time so it was wholly impossible to drive across London at a moments notice Further I have still not been told the registration number of the car so I cannot insure it anyway No one at Tesla returns calls nor do they respond to emails including those copied to one of their UK directors I now have ten messages and emails with zero reply Automated calls leave you on hold until you simply give up I am now seeking a full refund Truly this is as bad an experience as anyone could begin to believe in trying to purchase a car,1,2023-04-19,-0.22424242424242422,-0.8025
Rodney Sprader PhD,Can I leave Zero Stars,Can I leave Zero Stars I sure hope that a Tesla rep with influence reads these reviews They depict the truth I have a doctoral degree in Electronics Automation and Robotics so when I get service done I want to know what and why So far I ve put 5500 in repairs into my new to me 2015 Model S P85D 80 000 miles Granted I upgraded the computer and carbon fiber I have unlimited supercharging and lifetime premium connectivity I ve been into service many times in the year and a half I ve owned the car I spent 3000 on a new BMS component after the car shut down and then it shut down on the way home Apparently there were more problems causing the same alarm I was told water got into something I tested the replaced component and I found nothing wrong with it A few more minor issues plus a 12v battery replacement Then all new power relays Also I ve been living with a charge port closed switch failure After a normal day of great driving I return to the car in the morning in my garage and the 12v system is down and I can t start car I jumped the 12v and the car came to life so I could put it in tow mode and spend another 400 to tow it to Tesla I m told I need a new 90kW battery for 15000 I had no distant issue or power loss I could get 0 60 in 2 5 seconds and I charged it to 80 nightly Range around 230 miles There is no way the battery is bad I asked what was wrong with it and just like every other question No reply I even had a technician incorrectly tell me how a relay worked I didn t argue but did disagree He came running out after me and said he called his dad and his dad told him I was right So Tesla service is too inadequate for the vehicles I will replace my unicorn s battery a flawless looking lifetime free charging lifetime free connectivity car and sell it I m done with service that doesn t make sense I m very easy to get along with yet very intelligent Do not fix a problem by throwing possible solutions at it I was going to buy another Tesla for the wife I don t thing that will happen and my colleagues at work are now shying away from Tesla I used to talk them up and convinced two friends to purchase them I need Tesla to work with me on a level that makes sense to me,1,2023-04-19,0.1211618283677107,0.9738
Danny,Ordered a tesla model y,Ordered a tesla model y When picking the car there were scratches here and there around the car And then had to schedule an appointment to get the car fixed More worse was they couldn t get the the car fixed in one appointment They had to schedule another appointment Completely wasting of my time and money to take the car there It s a new car It s supposed to be hassle free But it just brought all the trouble to me which was not caused by me For all these troubles tesla didn t want to do anything to make up for us as a consumer No even a coupon code or a gift card They don t value their customers They don t care about our experience It s a bad company to buy a car with,1,2023-04-14,0.004040404040404054,-0.6644
Mohamed Shahout,Tesla service in Tampa area is,Tesla service in Tampa area is horrible overbooked and unorganized This is the second experience in 4 years second experience is worst than first and book me after 18 days Service took 12 days for a little thing I was without a car for almost a month Keep delaying the completion of the service three times I am really frustrated with their service I need someone to look at this and pay attention to it I love my Tesla but I don t like the service at all I think I have to walk and go back to another gas cars,1,2023-04-13,-0.23750000000000002,-0.1272
Jonathan,It REALLY is THAT BAD,Ordered from Used Inventory in March expecting to collect in Edinburgh as stated on the Website Given a Delivery Date of end of March in Birmingham Oh well I can still get to Birmingham Paid in full sold existing vehicle Delivery Date cancelled via SMS no explanation spent the next few weeks being told a pack of lies from various agents none of whom can provide an ETA I'm now completely car less and have no idea when I will get my car If you are sold on the Tesla dream please please please re think Look at all these reviews I wish I had seen them before ordering this is not review bombing these are genuine customer experiences The cars may be great I wouldn't know but there are other EV's out there Polestar Audi BMW VW that are 80 90 as good as a Tesla but the manufacturer will treat you 1 000 000 better as a customer All Tesla care about is hitting quarterly new vehicle numbers to keep share holders happy This company should not be allowed to do business in the UK with such shocking business practices they should be investigated and fined by every regulatory body under the sun Please please please think about what you value most when owning a vehicle,1,2023-04-12,0.1585115864527629,0.9889
Phuong Le,To the Mr ElonMusk,To the Mr Elon Musk I am very new with Tesla buyer so I am did pay 250 what is call reservation fee I have dream about it for driving Tesla car what is good product and good CEO kindness CEO But when I am ask is 250 will be refund and the employee of kindness CEO Tesla said non refundable because it reservation fee that is ok but the last word the employee said CHEERS that very unprofessional service at very future car on earth I am very very feeling down and sad not because of 250 but the way service reply like that I hope future Tesla can be 1 electric car forever if they are have better employees representing the company Mr Elon Musk I hope you are read this one of felt bad day for me trying purchase your Car,1,2023-04-11,0.12936285936285938,0.9631
Augusto Alvarez,Awful,Awful The sales guy at the Pasadena Center selling me the car told me that the vehicle was going to be delivered at home It was not true I got a call from a nasty representative saying that I had pick up the car at Burbank and if didn t they will give it to someone else when I had paid 20K already Never expected Tesla to be deceptive Now I have to find a second driver to pick up the car Don t trust them,1,2023-04-11,-0.3708333333333334,-0.684
Ben,Great customer care,Recently bought a certified used Tesla Initially the experience wasn't great as one of the tires had a slow leak But to Tesla's credit I took it to the service center and they replaced all 4 old tires with brand new OEM versions at no charge They turned a frustrating experience into a positive one and may have made me a long time Tesla customer with that one act,4,2023-04-08,0.041363636363636366,-0.0508
ROBERT,Tesla service center has extremely poor,Tesla service center has extremely poor customer service They overbook their service appointments Expect your Tesla to take 24 hours or more to be serviced They don t offer a loaner car which should be by default if your Tesla will take more than 24 hours Don t purchase a Tesla unless you are willing to accept their poor customer service,1,2023-04-07,0.05833333333333333,-0.5984
Antony Jones,Bad place,Bad place and customer service totally uncompetent,3,2023-04-07,-0.3499999999999999,-0.5423
Zoe C,Best car ever,Picked up my Tesla Y a month ago Never driven an EV before but love my Tesla Love everything about it So easy and fun to drive cheap to run such a clever car with every feature you could possibly want The guys at the Exeter UK branch of Tesla are brilliant They helped me to set up an online account to order it and when it arrived and I needed some help with some of the features they were super helpful and patiently sat with me in my car and showed me how to do all the things I was a bit unsure of So far absolutely no complaints,5,2023-04-07,0.29444444444444445,0.9944
John,From bad to worse after a complete lack,From bad to worse after a complete lack of help last week during a tire blow out incident customer services rather than try to help resolve the issue and accept there was a problem have opened up a never ending e mail argument saying basically we followed procedures over and over again This has become a matter of principle now What ever you do if you are buying a tesla expect no customer service after you pay or better still buy a car from a company who cares Tesla simply dont care once they have your money and you have their car,1,2023-04-06,-0.08333333333333331,-0.4075
Paul Taylor,Poor Show TESLA,Just bought a new Tesla Model Y collected it on 25th March and have found out if I had collected it 2 days layer i would have received 3000 free miles via supercharger credits Called Tesla they are not prepared to honour this in any way poor show Tesla,1,2023-04-04,0.04545454545454545,-0.2415
Tim,Most expensive tyre ever,I had a flat tyre on the motorway in my Tesla Model 3 Service took a long time to address the issue but eventually was towed home under warranty but this is not the issue I had difficultly locating a tyre Tesla have one in stock but are trying to charge me a 996 02 to replace the tyre and won't return any of my calls to discuss the issue I purchased one elsewhere for 226 Extremely poor customer service never experienced anything this bad steer well clear That would be nearly 4000 for a set of tyres Thank good I don't need tracking and wheel balancing I would have to sell my house,1,2023-04-03,-0.1305555555555555,-0.3973
Tom,Worst experience I've had,Worst experience I've had of buying anything ever Avoid My peugot 205 gave me less grief than this f king thing,1,2023-04-02,-0.6555555555555556,-0.8484
Mike Quagletti,I had a flat tire,I had a flat tire Called for service Was told by the Tesla Dealership in WLA at 5840 Centinela Ave they would have a tire in a week Are you kidding no tires A Tesla dealership I had to take an Uber to a tire store pickup a tire It was all day affair and now it s taking an hour to install There response sign a third party waiver pay 65 installation fee which took 30 minutes to generate the paperwork and I m still waiting to have them install the tire If I could ve drove it to the tire store I would have Never again would get Tesla I owned 3 before and now I find this out about the tires Lucky I wasn t in the Mohave Desert,1,2023-04-01,0.10277777777777776,0.5106
Arash Lalehzari,Repeated cancellation for delivery,Repeated cancellation for delivery No customer service I would give 0 if there was an option,1,2023-03-30,0.0,-0.296
phil,DO NOT GET A TESLA FROM THIS STOKE ON,DO NOT GET A TESLA FROM THIS STOKE ON TRENT DEALERSHIP after purchasing a brand new Tesla Y Performance and driving 2 5 hours to pick up the car Arrived 10 mins early than my scheduled 2 pm slot I asked one of the younger members of the team that I have come to collect my car who informed me the manager would be over shortly 30 mins passed still no manager goes AWOL I saw a car of the same colour and was the performance model in the showroom with people in it and a young child jumping up and down over the seats I said to my mate jokingly I bet that is my car it had mud on the wheels and was in the showroom so I asked a staff member where my car was he informed me out the back and said I would like to inspect it Then he came back and apologized and informed me that the car with muddy wheels and people and kids have been jumping about in it was actually mine So I purchase a car worth over 61k and Tesla cannot be bothered to get this cleaned or removed from public use The manager of the day did not reappear the young guys that have only been at this showroom just over 12 weeks apologized and said he would take it and get it cleaned asap now over 2 hours in and the manager is more interested in trying to sell another car than actually deliver the car to me This is totally shocking again the young guys basically running the showroom were a credit however the manager for the day was an absolute joke it was like being looked after by Mr Bean if he worked for Tesla Still have two scratches in my car which waiting for Tesla services to resolve after sending pictures on Saturday via app and again on Monday to resolve this So maybe it s a case of once sold the car no need to deal with the customer anymore Do not expect a reply as could not even give customer service Oh sorry I forgot about the total lack of customer service was given a cheap plastic umbrella and two tesla mugs and sent on my way No wonder Tesla shares are down with service like this,1,2023-03-29,0.01563552188552189,0.9124
Toby Stone,UK Review Model 3,Model 3 Performance arrived from dealer scratched in multiple places vehicle delivery driver reported this on collection and was told to deliver anyway Pre inspection of vehicles prior to delivery is clearly very poor I am now waiting for a further 2 months for the vehicle to be repaired there's no room for movement on a repair date and Tesla have shown very little interest or care I love the car but really dislike the hands off impersonal approach to resolving issues The technician who visited my home address for initial inspection was pleasant and helpful but the Tesla app for all service issues feels disconnected and it's not even worth attempting to call the service centre Work to be done here as this experience is enough to cause me to look elsewhere when replacing our other car It's currently a BMW and at this point will stay that way,2,2023-03-28,0.06496794871794873,0.6981
Shal,Pathetic service and useless UK team,Pathetic service and useless UK team dealing with delivery,1,2023-03-27,-0.75,-0.7579
Richard,Worst car buying experience of my life,Sad to say that after 6 years owning a Model S with overall excellent experience when buying a new Model Y in the UK it's like a different company Absolutely abysmal system of allocating collection dates where estimated dates bear no resemblance to actual dates offered I have now had to lose allocation of the car twice because I was unable to collect on the appointed day despite in the latest experience paying in full already and insuring the car then finding myself stuck in Europe 3 days longer than expected Tried to delay collection just 3 days and they're not interested Even reallocated my car to someone else 2 days before what was to be my collection day I'm absolutely furious about this ridiculous system and due to estimated dates going forward it now looks like I'll be on holiday cruising Alaska when my next collection week is offered although due to estimated and actual dates being unrelated I am still unable to plan another collection in what will be 2 more months Tesla no longer seem to care about their customer relations and if I could buy this car in another way from somewhere else I would If there was a Zero star rating they would get one from me,1,2023-03-27,0.028901515151515157,-0.7854
Abby Kristiansen,If I could give this company a 1000 I,If I could give this company a 1000 I would I purchased my home three years ago and inherited the solar panels from the previous owner From the moment I began to transfer this account into my name to this very moment this company has done nothing but hold things back for me Most recently I have been receiving texts and calls to schedule maintenance on my panels and each time I attempt to schedule an appointment it directs me to their app An app that does not allow me to schedule anything it only gives me options to look at their products which after what I ve dealt with with them I wouldn t NEVER purchase a thing from this company For a company that receives billions of dollars you d think they would make scheduling something so minor less of an inconvenience It s quite appalling,1,2023-03-25,-0.003703703703703703,-0.8197
Martynas Alekna,Best electric car ever made,,5,2023-03-24,0.0,0.0
William Ashmore,Tesla is a lump of brown sticky icky,Tesla is a lump of brown sticky icky smell fat lump of poo hole plopenspila poo Elon musk is a fat lump of poo hole and im going to flush his head down a sticky pooey toilet Electric cars are manky like ur mum,1,2023-03-24,-0.16296296296296295,0.3612
JSavinaol com,Tesla service,When I bought my Model S it was one of the first Teslas on the road The customer service was great Service advisors were personable and very helpful making you feel welcome and valuable Different now the best word to describe is Horrible I had service scheduled few weeks out when I came with my car for service was told no loaner and that I am on my own for transportation talking to service advisors is like dealing with robots Looking forward to other companies coming with EV s perhaps competition will be good I do love my car so for now not much to chose from very disappointing and not encouraging to get the new one How far this company has fallen in every way is very disappointing and depressing,1,2023-03-21,0.08340909090909086,0.8057
Adam Fawsitt,A lesson in how not to treat customers,A disastrous experience in collecting our Model Y Couldn't get the system to accept company details and had to call Reading to get them to do it they were actually helpful Then when I clicked the button to get payment details it didn't work and I had to use a different browser Call yourselves tech led you are a disgrace,1,2023-03-21,-0.2333333333333333,-0.4019
Neca,Poor costumer service in the Kennesaw GA location,Poor costumer service in the Kennesaw GA location The salesman Eli was no help Really disappointed with the lack of customer service for such an expensive vehicle Youtube was more helpful for understanding the vehicle than those who worked there,1,2023-03-18,-0.22999999999999998,-0.7881
Gaston Heik,very nice,,5,2023-03-15,0.0,0.0
Jack Kessler,Don't expect to be treated like a customer,It's clear that Tesla doesn't care about their customers The ordering pickup system is an algorithm driven by text messages They demand you adhere to their timing Car was delivered dirity They didn't even provide a full electric charge Spent absolutely no time in going over the cars operations Didn't offer to answer any questions if you had one I won't buy another Tesla and will likely trade it out once another model comes along I like despite their large lead in charging Arrogance and contempt does not a brand make,1,2023-03-14,0.07738095238095237,-0.8281
Simon Dean,Tesla Nottingham UK,Tesla Nottingham UK Technician Rebeka was great 5 stars for her alone Tried to resolve my issue but Tesla had a supply issue with required tyres Generally don t like the whole experience Very impersonal Seems like sales is priority and after sales is an after thought Feels too dystopian for me Really like my Tesla but will look seriously at competition when changing cars Maybe Elon is too busy tweeting random stuff to realise that you can t just code customer service Leaving the door open for competitors who must be replicating all the great aspects of a Tesla Not too late but someone needs to advise Elon rather than bow down in subservient awe,2,2023-03-12,0.08842592592592595,0.9397
Keith Johnson,Worst experience in my life time and I,Worst experience in my life time and I am 40 years old unacceptable and biggest liars I have faced in my life time,1,2023-03-10,-0.45,-0.8885
Jennifer Tutt Singleton,If I could give less than one star,If I could give less than one star I would Car is great customer service HORRIBLE I may not get another Tesla for this reason IMPOSSIBLE to get anyone on the phone I moved to another state and had to wait 4 weeks to get paperwork transferred When I received the documents there was one form lease agreement missing Yes my lease agreement is in my phone but the new state needs an original notarized document this was requested with the other paperwork Have been waiting on Tesla to get back to me as I ride around with expired tags,1,2023-03-09,-0.09410774410774408,0.7456
Matthew Ravden,Tesla is no longer a premium experience,When I bought my first Model S it was one of the first Teslas on the road in the UK The customer service was incredible I was made to feel like a really valuable customer Now with my second car recently out of warranty I am stuck sitting in the Tesla Reading service centre exchanging text message with an engineer who hasn't bothered to talk to me looking down the barrel of 1000 for a new heating system being told I can't have a courtesy car without paying because my car is out of warranty and that I'll be lucky if it's fixed today How far this company has fallen in every way is very depressing,1,2023-03-09,0.11117845117845114,0.2851
Montgomery S Pisano,purchase a high ticket item then they gone,If you purchase a high ticket item you might expect the ability to discuss the product delivery etc But not Tesla Once you sign the contract your helpful sales person disappears and they no longer are available by phone So be aware once they get you to sign and put up funds theyu are gone you now are at the mercy of computer generated directing you to website So good luck with particulars HORRIBLE,1,2023-03-09,0.10200000000000001,0.7491
James Young,Tesla Model Y Delivery,Took delivery of my new Tesla Model Y Performance from Tesla Glasgow last week The car was perfect no panel gaps poor paint etc and the handover was quick and easy The car is superb to drive has no rattles and the interior was spotless The whole process from ordering to delivery has been smooth and stress free Buying a car from Tesla is a different experience to a legacy manufacturer but they make this clear from the outset e g you have to watch the online videos about how to operate the car before delivery day So far so good,5,2023-03-08,0.3145021645021645,0.9254
M Tong,Just dropoff car n no orientation,Deliver guy just dropoff car on driveway after texting us that person just vanished No orientation no explanation on controls n features in the car Tesla Y Being first time owner of Tesla took us a long time even to open the car door Ridiculous service for a 65000 car,1,2023-03-08,-0.033333333333333326,-0.4238
Leon,Extremely poor Tesla customer experience,The measure of a company is not when things are going well but rather when there is an issue that needs solving we have purchased two Tesla s in the past 12 months Tesla Car Company has and is enjoying a good run Perhaps that is why their poor customer experience has gone under the radar Or perhaps since the dealerships have been eliminated there is not a face of the company that cares enough about the customer to resolve issues Whatever the explanation Teslas end game is pay us more money so we can resolve your problem and get you back on the road That came directly from the Bellevue service manager If you are the handful of Tesla owners that never have a problem then please move to the next review If you are considering a Tesla we suggest moving on to Lexus or Audi We have owned them both both are outstanding cars customer experiences,1,2023-03-08,0.11363636363636363,0.9805
Nigel Kellow,I'd rather have root canal treatment,The term master slave is common in tech and engineering vernacular I've heard it's also used in certain social circles that I've seen programmes about on TV but of which I haven't had any personal experience Well that was until I bought a Model Y which I finally picked up last week Let's get one thing clear straight away I've bought an EV for tax purposes That's it Several years ago I bought Priuses but after someone tapped on my window one day and asked me if I could take them somewhere and another occasion when I was parked on the side of the road answering some texts and my rear passenger door opened and a mother and her daughter started to get in I decided to go back to SUVs of the gas guzzling type But recently I've decided to dip my toes again into the environmentally ignore the devastating consequences of mining friendly waters of the EV scene I see so many Teslas around the streets there must be something good about them I thought And the tax breaks are still pretty good And they're the longest range and best value of EV SUVs They're not really SUVs as the IRS has recently said and I have to agree with them I can get my big dog comfortably in the back of any of my previous SUVs but there's no way he'd fit in this thing But let's get onto the buying and handover experience First of all the website wouldn't take a credit card payment so I had to drive miles in my gas guzzling SUV to a Tesla store where the assistant did some website workaround because the website doesn't work properly in order to take my deposit And then I waited With weeks to go I was contacted by the finance company and did all the paperwork All good so far Tesla then bombarded me with multiple emails and texts asking me to complete financial paperwork which I'd already done And then with days to go until the handover Tesla sent me a text asking me to make the initial payment through the website So I went to the website and My car had gone They'd cancelled my order Nothing there Just an invitation to choose which Tesla I wanted to buy Now this was in the evening and you'd think that as a global tech company they'd have global 24 7 service Oh no It's 9 5 Monday to Friday in your own country I mean seriously But we sorted that out during office hours with the finance company not with Tesla and I had a collection date and time I was all excited I love it when you go to pick up a new vehicle and the salesperson who's been looking after you through the process takes you around your beautiful new machine which might have cost you over a hundred thousand whatevers You know how the experience is when you unwrap a new electronic device that's designed in California but built in China and whose name I'd better not mention here in case it gets deleted Well I expected the same with my brand new Tesla Y long range The Tesla showroom at my pick up location is a container in a car parking lot There were three standing tables with assistants standing behind each one and a small table with some gross Tesla branded merchandise including a creepy looking soiled Tesla decanter I mean who on earth in a car company that goes on so much about safety thought that a branded container for alcohol would be a good idea for merch If you haven't seen one Google it They really do exist And now let me describe to you my handover experience I was excited After giving me the black Tesla cards the sales assistant started the handover She pointed to the parking lot and said That's yours over there That was it I'm not tech slouch I've founded and built a tech startup before I'm OK with tech But it was a full 30 minutes before I could figure out how to make this thing move and find the switch to turn off the hazard lights But once I got it going it was actually quite fun to drive But it came with only 44 charge which went down to 28 after driving only 15 miles OK I thought the battery needs to be woken up a bit So I went to try to charge it I tried six different charging points but it wouldn't charge in any of them I spend around 36 hours over this weekend just gone trying to figure out how to charge the thing Eventually I came across an article talking about rebooting So I thought I'd give that a go I rebooted my car Who'd have thought that would be a thing But it seemed like a cool techy idea so I rebooted it and it worked So my brand new car with 15 miles on the clock is now re charging And it's gone from 26 to 71 in just under a day Yep 20 hours Not looking good so far which brings me back to the master slave analogy I can't help but feel like I'm the slave here and my master in California or Texas or wherever is having a laugh at my expense while I have shiny white Model Y lodged up my fundament glacially charging,1,2023-03-07,0.13276286676286675,0.998
Kong Yik San,Tesla Lack of Customer service,New 2023 models that are delivered after the first quarter no longer comes with the charging cable which cost 250 extra to purchase Charging at home requires installation cost of between 1500 3000 to acquire a qualified electrician to install the wall charger which cost 750 from Tesla That's a good couple of years maintenance cost spent which could of helped with maintenance cost on a lower cost hybrid Don't understand how companies can do this these days its like apple stating we can sell you a phone but the charging cable for the phone will be an additional 500 I was willing to overlook this and still proceed with placing an order and committing 400 However when I did something went wrong and I was unable to receive referral credits on a promotional program When I called customer service to gain assistance they advised that they are not able to assist I asked for an escalation which they place me on hold of 30 minutes and came back to state they did and the answer is still cant help you and you just have to cancel your order if you don't like it which results in a forfeit the 400 deposit,1,2023-03-05,-0.0013636363636363668,-0.3404
Ray Martin,Sales manager at Seaside office,Sales manager at Seaside office Joseph he said would not help with getting a vin number on a car that was purchased for insurance policy When told we needed to confirm the vin on the car He refused get the owner to take a picture of the vin on the car We need it to send proof of insurance we don t give out info asks for sale manager he said I m the sales manager and hung up the phone,1,2023-03-04,0.0,-0.4867
cristian vazquez,I got a 2023 Tesla Model Y 7 seater the,I got a 2023 Tesla Model Y 7 seater the windows where loose the seats have no power I requested a service call on it its been over a month they keep pushing it back and canceling me,1,2023-03-03,-0.038461538461538464,-0.5423
TOMASZ,Worst service ever sounds right,Worst service ever sounds right My first online shopping experience with Tesla Ordered Mobile charger from the website and received an unprotected ripped box with used or demo charger with visible marks and scratches Contacted support by submitting return request and have not receive anything for the past two days Sent additional two separate emails same thing no replies This company is not serious and I'm regretting my choice of purchasing their product,1,2023-03-02,-0.09126984126984128,-0.8214
DirkvR,Worst service ever,I have purchased three Tesla cars over the last 8 years I thought I was a valued good customer I have never experienced such poor customer service from any car manufacturer ever This company does not care about customers anymore didn t start out that way but that s the reality now I will NEVER buy another Tesla not because it s a bad product because they just don t care My service center is Palm Beach Fl I have tried since early December to have my car serviced I have had many appointments and several days prior to appointment they reschedule Brought the car to them 4 times still not fully repaired because they don t have parts How do you make an appointment for service and the center gives you a date time and cost but they can t fulfill the agreement Told the service guy Rolando I m picking up my car hope to never come back He says we hope to never see you again This is what Tesla says to a customer who has spend around 350 000 with them Shamefull,1,2023-03-02,-0.030769230769230764,0.9599
Melinda Bremley,I thought Saturday was going to be a,I thought Saturday was going to be a great day as I picked up my brand new 2023 model Y Tesla I had done my research test drove a vehicle watched a number of video tutorials I was ready to go I went to the Chesterfield MO dealership and signed the papers Everything seemed fine as I was driving down the interstate However as I got near Busch Stadium the car just started to decelerate Some weird things showed up on the dashboard about the emergency brake being deactivated and I m just trying to hit the gas and it is not moving I ended up in the fast lane on the middle of the Poplar Street bridge with a car that wouldn t move I was panicking and tried to call the Tesla dealership to ask what I needed to do I ended up getting the phone directory nightmare and pressed the number for service It informed me I needed to go to service through my Tesla app only I called back and asked to go through sales It would ring and no one picked up I called 911 as I am hearing cars slamming on their brakes around me to avoid hitting me on the middle of the bridge 911 dispatched an emergency vehicle and they towed dragged my new car off of the bridge and parked it on the median at East St Louis the tow guys were FANTASTIC I finally got through to Tesla and they just said I needed to tow it back to the dealership and they could look at it on Monday since the service department was closed over the weekend I explained again that it was a BRAND NEW VEHICLE JUST OFF THE TRUCK what on earth was going on I told them I could have been killed on the Poplar Street bridge There didn t seem to be much concern he just told me to have them tow it I said I can t even get it started it won t go out of park No help again I finally contacted Tesla support text only by the way through the app to get emergency tow service They sent me a link so I could reset the dashboard It didn t work Then I was informed there will be a two hour wait for the tow to come All via text no person talking to me The emergency roadside assistance gentleman said I should get a friend to pick me up and bring me back out to the Tesla dealership When I got to the Chesterfield MO Tesla dealership they seemed very casual about it I told him I had been trying to reach the dealership to figure out about the tow and whether I should come back to the dealership myself and no one answered my call He informed me Well we had a lot of people in here about 20 minutes ago We just couldn t pick up the phone it should have gone to the National line I m really sorry How is this Tesla service I am appalled at the terror I had to experience because no one would talk me through what I needed to do Horrible horrible frightening nightmare experience Buyer beware,1,2023-02-26,-0.08932659932659931,-0.9634
Steve,Just don't do it,Just don't do it I scheduled a service call one week in advance for between 8am 12pm The day before the service they switched the appointment to 12 5 They showed up at 1 00 after I left with the car Apparently they had overbooked Impossible to get a straight answer and the only method of communication is using their app so every message takes an huor to get a response which usually doesn't actually answer the question so you need to write again and wait another hour for another incomplete response,1,2023-02-25,-0.09523809523809522,0.2263
andrew abraham,Will not be buying a tesla,Will not be buying a tesla Placed a pre order with deposit over 14 months ago and had nothing in terms of communication from the company So I went on website to make contact to retrieve my deposit and its nigh on impossible to find any contact details for the company poor customer service,1,2023-02-24,-0.5333333333333333,-0.4767
Theresa Fynn,I purchased solar panels with Tesla,I purchased solar panels with Tesla January 2022 and since the my electric bill has not changed Tesla has come out five times in a year to energy system issue A week later you get another email saying the system is faulty My system remains faulty I continue to pay high energy bills and Tesla has done nothing to resolve the issue You purchase Tesla panels at your own risk I will highly advise againstanyone purchasing Tesla solar products It s a sham,1,2023-02-24,0.144,-0.6229
ptkien,I love tesla cars,,3,2023-02-24,0.0,0.0
Javlon Otakulov,Tesla preorder is scam to make some,Tesla preorder is scam to make some extra money tru nonrefundable deposit fees they discriminate buyers based on their job title They clearly said you don t qualify and denies for Tesla loan based on the fact that I m a for hire service driver and they don t approve financing for Uber Lyft drivers There are 1000s of people with same title and they are ordering Tesla wasting their deposit fees if they want to finance with Tesla Tesla knows and never mentions in their order agreement the condition that to qualify for Tesla loan there is exception for transport drivers job applications they hide this and if you apply being a transportation driver and order giving your deposit then they will definitely deny you and you will lose your time and efforts and deposit money for sure Don t spend your time and money for such scams dear drivers,1,2023-02-23,0.09999999999999999,-0.5574
Elizabeth Pimentel Gopal,Customer service sucks,on Jan 30th I purchased snow chains for 19 tires Model Y during UPS shipping they have been MIA and WORST tesla customer service are also MIA since they don t reply to the emails It is very dissapointing the poor ciatomer service,1,2023-02-22,-0.4000000000000001,-0.9333
